words,definition,pos_tag,freq_of_use
kasar,[ka.sar]  Definisi :1. tidak kecil atau tidak halus agak besar: benang ~ bulu ~ pasir ~ garam ~ 2. tidak licin kasap kesat: kertas pasir ini kurang ~ muka Satejo sangat ~ nampaknya 3. tidak kemas halus buatannya dsb: perabot yg tahan lama tetapi ~ buatannya jahitannya ~ 4. tidak tertib sopan santun beradab tidak lemah lembut: segala percakapan dan kelakuannya terlalu ~ menjawab dgn suara yg ~ menjawab dgn suara yg menengking bermain ~ berlaku kasar tidak menurut ketertiban dan peraturan 5. tidak terperinci belum mengambil kira atau memperhitungkan butir-butir tertentu secara umum atau pd garis besarnya sahaja: perbelanjaan itu dikira secara ~ saja jualan ~ untung ~ 6. yg berwujud jasmani: badan tubuh ~ badan tubuh yg jasmani bukan batin 7. keras dan rendah suara dll besar: suara ~ 8. berat bkn kerja dll buruh ~ buruh yg membuat kerja berat kerja ~ kerja berat kerja yg dilakukan dgn kekuatan tubuh badan seseorang ~ tangan a kasar barang kerjanya b suka memukul berkasar berbuat bercakap dll dgn kasar: tidak pernah Tasimah ~ dgn suaminya mengasari berbuat sesuatu dgn kasar pd mengerasi: dia cuba membantah akibatnya dia telah dikasari oleh penjual itu mengasarkan menjadikan kasar memperkasar menjadikan lebih kasar kekasaran perihal kasar: rasai olehmu Kahar balasan ~ tingkahmu.Kamus Dewan Edisi Keempat[ka.sar]  Definisi :1 tidak halus agak tebal ttg benda yg berbiji-biji spt pasir atau yg berurai-urai spt benang: benang ~ pasir ~. 2 tidak licin kesat apabila diraba: Kertas pasir ini kurang ~. 3 tidak kemas buatannya bkn perkakas spt kerusi dan meja tidak halus: Kerusi itu ~ buatannya. 4 tidak lembut tidak sopan biadab bkn kelakuan dll: Tingkah lakunya ~ benar. 5 keras dan rendah bunyinya suara dll: Suaranya ~. 6 tidak terperinci secara umum saja: ujian ~ garis ~. berkasar berlaku bercakap dll dgn kasar: Dia tidak pernah ~ terhadap ibu bapanya. mengasari berlaku kasar terhadap. mengasarkan menjadikan kasar. memperkasar menjadikan lebih kasar. kekasaran keadaan kasar sifat kasar: Dia meminta maaf kerana ~nya itu.Kamus Pelajar Edisi Kedua,adjektif,Moderate
sebanyak,[se.ba.nya]  Definisi :sama banyak: tidak ada wangku ~ itu sedikit ~ sekurang-kurangnyaKamus Dewan Edisi Keempat[se.ba.nya]  Definisi :sama banyak dgn: Wang saya tidak ~ itu.Kamus Pelajar Edisi Kedua,-,-
rm,Definisi :kep Ringgit Malaysia.Kamus Dewan Edisi Keempat,-,-
bilion,[bi.lion]  Definisi :1. di Britain satu juta juta ditulis sbg 1 000 000 000 000 atau 1012 2. di AS satu ribu juta ditulis sbg 1 000 000 000 atau 109 berbilion berbilion-bilion beberapa bilion beberapa banyak bilion.Kamus Dewan Edisi Keempat[bi.lion]  Definisi :bilangan sebanyak sejuta juta atau 1012 tetapi di Amerika Syarikat seribu juta atau 109.Kamus Pelajar Edisi Kedua,-,-
menjelang,[men.je.lang]  Definisi :1. datang berkunjung menengok menghadap raja orang besar: dia sentiasa sibuk sehingga tidak ada masa utk ~ tetangganya itulah sebabnya yg membuat Nakhoda Muda pergi ~ Pangeran Kusumaningrat itu 2. hampir sudah dekat bkn waktu malam siang dll: ~ tengah malam barulah kami sampai di kampung penghulu itu 3. menghadapi menyambut menyongsong: ~ hari raya 4. kepada menghadap pd alamat surat 5. melihat menatapi: ~ bulan melihat anak bulan pd akhir puasa.Kamus Dewan Edisi Keempat[men.je.lang]  Definisi :1 pergi atau datang melihat menghadap raja dll mengunjungi menziarahi: Sejak pulang dr luar negara dia belum ~ neneknya lagi. 2 sudah dekat waktunya sudah hampir masanya: ~ subuh barulah ia pulang. 3 dlm masa atau dlm proses wujudnya sesuatu sementara menanti: ~ terasasnya sistem Residen dlm tahun 1874 perusahaan timah telah merosot dgn hebatnya.Kamus Pelajar Edisi Kedua,-,-
dengan,[de.ngan]  Definisi :1. berserta bersama disertai oleh ditemani oleh: saya pergi menonton wayang ~ adik saya seorang tua ~ anaknya sekali telah mati terbunuh 2. kata yg digunakan utk menunjukkan cara sesuatu itu dilakukan dicapai dll atau alat dsb yg digunakan: Ahmad membelah durian ~ parang kerja ini dapat diselesaikan ~ kerjasama yg erat drpd semua pihak menambah ilmu pengetahuan ~ membaca 3. melawan menentang: bergaduh ~ adiknya berperang ~ musuh 4. kata yg menunjukkan atau menyatakan keadaan gaya dsb: Ahmad menerima hadiah itu ~ terketar-ketar menjerit ~ sekuat hati menghadapi masalah ~ tenang 5. oleh kerana atas ~ nama Allah atas nama Allah ~ yg demikian oleh yg demikian 6. kata utk menyatakan hubungan kesesuaian kecocokan keselarasan dsb: tindakan yg diambil sesuai ~ keadaan sependapat ~ saya 7. kata yg menjelaskan sesuatu perolehan pencapaian dsb: ramai pelajar yg lulus ~ mendapat gred dua 8. kata yg menunjukkan tumpuan sesuatu perbuatan sikap pernyataan dll: Sukor akan berbincang ~ dia sebelum membuat keputusan barangkali demikian juga halnya ~ cerpen-cerpen di dlm Rintisan 9. bp pada: ~ dia semua boleh.Kamus Dewan Edisi Keempat[de.ngan]  Definisi :1. sl sahabat kawan teman 2. Mn sl hamba sahaya: Datuk Bendahara itu banyak sungguh ~nya 3. sl saya aku.Kamus Dewan Edisi Keempat[de.ngan]  Definisi :1 bersama berserta: Bapanya mengambil parang ~ cangkul lalu pergi ke kebun. 2 memakai atau menggunakan sesuatu alat: Dia membelah kayu ~ kapak. 3 kata yg menunjukkan atau menyatakan keadaan dll: Ali menerima berita itu ~ sedih dan pilu. Dia lulus ~ mendapat markah tertinggi. 4 oleh kerana atas: ~ yg demikian barulah ia mahu pergi ke sekolah. 5 sama serupa: Dia sependapat ~ saya. 6 melawan menentang: Askar-askar itu berperang ~ musuh. Ali bergaduh ~ Ahmad.Kamus Pelajar Edisi Kedua,-,-
baharu,Definisi :barumembaharui 1. membaiki melakukan sesuatu mengubah dll supaya sesuatu itu menjadi baharu: jalan itu sudah dibaharui 2. mengulangi lagi: dia tidak ~ pertanyaannya 3. memulakan sesuatu semula: rakyat membuka kampung utk ~ hidup masing-masing 4. menggantikan atau menukarkan sesuatu dgn yg baru atau yg mempunyai tempoh kuat kuasa dsb yg baru: pokok ini tidak payah ~ daunnya ~ lesen memandumemperbaharu menjadikan sesuatu lebih baharukebaharuan sifat-sifat baru anasir-anasir baru: satu contoh ~nya ialah bahawa ia ada memuatkan petikan-petikan drpd karangan-karangan bahasa Melayu-Indonesia pembaharuan perihal perbuatan dll membaharui: mereka ini hendak membawa satu ~ dlm agama Islam mereka hanya cenderung kpd isi sehingga yg dimaksudkan oleh mereka sbg ~ ialah ~ isi belakapembaharu orang yg membawa pembaharuan: A. Latiff Mohidin merupakan ~ dlm perpuisian Melayu.Kamus Dewan Edisi KeempatDefinisi :baru.Kamus Pelajar Edisi Kedua,-,-
pelbagai,[pel.ba.gai]  Definisi :bagai.Kamus Dewan Edisi Keempat[pel.ba.gai]  Definisi :berbagai-bagai beberapa jenis: tarian Timur lebih ditekankan kpd perasaan sedangkan tarian Barat berpusat pd mutu dinamik ~ tarian ituKamus Dewan Edisi Keempat[pel.ba.gai]  Definisi :berbagai-bagai.Kamus Pelajar Edisi Kedua[pel.ba.gai]  Definisi :banyak jenisnya atau banyak macamnya berbagai-bagai berjenis-jenis bermacam-macam: Taman itu penuh dgn ~ jenis bunga. mempelbagaikan menjadikan banyak jenisnya atau macamnya menjadikan berbagai-bagai. kepelbagaian perihal keadaan pelbagai atau berbagai-bagai.Kamus Pelajar Edisi Kedua,-,-
projek,[pro.jék]  Definisi :projék 1. rancangan kerja atau aktiviti pembangunan yg hendak dijalankan atau sedang dijalankan: ~ perumahan ~ pengairan 2. kajian terperinci tentang sesuatu bidang atau subjek.Kamus Dewan Edisi Keempat[pro.jék]  Definisi :projék rancangan atau usaha utk membangunkan mengerjakan sesuatu: ~ pembinaan jalan raya timur-barat.Kamus Pelajar Edisi Kedua,-,-
awam-swasta,-,-,-
menurut,[me.nu.rut]  Definisi :1. berjalan dll mengikut jalan garis hala dll yg tertentu tidak menyimpang dr jalan dll yg tertentu: ~ jalan yg benar 2. mencontohi perbuatan orang lain dll meneladan meniru: telah dilihat oleh Cina diturutnya sebab itulah maka Cina gemar makan kangkung sampai sekarang 3. mengikut apa yg disuruh diperintah dll tidak melawan patuh kpd: maka segala orang itu pun semuanya ~ spt kata penghulunya 4. meluluskan permintaan kehendak dll memenuhi syarat ketentuan dll menyam-paikan harapan dll: Balzac tidak akan dapat melahirkan karya-karyanya yg agung itu jika ia ~ kehendak orang tuanya utk bertugas sbg seorang ahli undang-undang 5. mengikut berjalan dll mengekori dr belakang: dia berjalan menuju ruangan yg di sebelah barat bangunan aku ~nya dr belakang 6. spt yg dikhabarkan diberitakan dihebahkan dll sepanjang berita dll: ~ yg diketahui sebanyak satu suku juta ringgit harga saham telah terjual 7. sesuai dgn tidak bertentangan dgn tidak melanggar syarat dll selaras dgn: hari ini ~ pendapat orang alim ialah hari yg baik 8. tidak bersalahan drpd serupa dgn: rupanya ~ rupa neneknya 9. ikut serta melakukan sesuatu dll turut serta: Sultan Mansor Shah pun ~ menyebut nama Hang Tuah itu Laksamana 10. bergantung pd: maju mundurnya dlm pelajarannya ~ kerajinannyaKamus Dewan Edisi Keempat[me.nu.rut]  Definisi :1 mencontoh perbuatan orang lain meniru. 2 patuh atau taat mengikut apa-apa yg diperintahkan: Ia ~ saja apabila disuruh oleh ketuanya. 3 mengikut dr belakang: Dia sentiasa ~ ke mana saja bapanya pergi. 4 spt yg diberitakan atau spt yg dikhabarkan: ~ akhbar tsb lebih drpd dua puluh orang telah tercedera dlm kemalangan itu. 5 tidak menyimpang dr jalan tertentu: Kereta api itu berjalan ~ rel. 6 tidak membantah ttg permintaan kehendak dll: Ia ~ segala kehendaki isterinya.Kamus Pelajar Edisi Kedua,-,-
sorotan,[so.ro.tan]  Definisi :1. pancaran cahaya sinaran: ~ lampu kereta menyilaukan mata mereka 2. ki huraian sesuatu perkara pembicaraan: ia cuba membuat analisa atau ~ cerpen ituKamus Dewan Edisi Keempat[so.ro.tan]  Definisi :1 pancaran atau sinaran cahaya dsb: ~ beberapa buah lampu menjadikan kawasan rumahnya terang benderang. 2 ki huraian atau pembicaraan ttg sesuatu perkara.Kamus Pelajar Edisi Kedua,-,-
itu,-,-,-
ini,[i.ni]  Definisi :kata yg digunakan utk menunjuk waktu tempat atau benda yg dekat: Binatang apa ~. sekarang ~ pd masa sekarang petang ~ petang nanti ~ pula istimewa pula lebih-lebih lagi.Kamus Pelajar Edisi Kedua,-,-
ekonomi,[é.ko.no.mi]  Definisi :ékonomi 1. ilmu bkn pengeluaran pengagihan penggunaan barang-barang dan perkhidmatan: beberapa orang penuntut ~ sedang membantu Kementerian Buruh menyelidiki keadaan pengangguran sekarang ini ahli ~ orang yg pakar dlm bidang ekonomi 2. sistem pengeKamus Dewan Edisi Keempat[é.ko.no.mi]  Definisi :ékonomi 1 ilmu ttg asas-asas pengeluaran pembahagian penggunaan barang-barang dan perkhidmatan serta masalah-masalah kewangan kemasyarakatan dll yg bersangkutan dgnnya. 2 keadaan kekayaan atau kebendaan sesebuah negara dll: Kedudukan ~ negara semakin kukuh. 3 urusan ttg perkara-perkara rumah tangga spt perbelanjaan penggunaan barang-barang. 4 tidak boros hemat. ~ campuran sistem ekonomi yg sebahagian sumbernya dikawal oleh sektor awam dan sebahagian lagi dikawal oleh sektor swasta. ~ terbuka ekonomi yg melibatkan perdagangan sesebuah negara dgn negara yg lain. ~ tertutup ekonomi yg tidak melibatkan perdagangan antarabangsa iaitu tidak wujud aktiviti import dan eksport barangan atau bahan pengeluaran. berekonomi 1 menjalankan sesuatu usaha menurut ilmu ekonomi. 2 bercermat atau berhati-hati dlm menggunakan wang berhemat. mengekonomikan membelanjakan wang dgn hati-hati menghematkan: Utk tujuan ini beliau telah ~ segala perbelanjaan seberapa yg dpt. perekonomian hal-hal atau kegiatan-kegiatan ekonomi.Kamus Pelajar Edisi Kedua,-,-
penglibatan,[peng.li.ba.tan]  Definisi :perihal melibatkan diri persatuan dsb dlm sesuatu hal perkara dsb.Kamus Dewan Edisi Keempat[peng.li.ba.tan]  Definisi :perbuatan atau hal melibatkan diri dsb.Kamus Pelajar Edisi Kedua,-,-
swasta,[swas.ta]  Definisi :yg mengendalikan kegiatan perusahaan dsb sendiri bukan milik kerajaan: penerbit ~ sekolah ~ syarikat ~ menswastakan memindahkan perkhidmatan dan perusahaan yg diurus oleh kerajaan kpd pengendalian pihak swasta dgn kerajaan memungut cukai drpd keuntungan yg diperoleh menjadikan swasta bukan lagi milik kerajaan: ada rancangan utk ~ beberapa jenis perkhidmatan yg kini dikendalikan oleh kerajaan penswastaan perihal tindakan menswastakan perkhidmatan dan perusahaan kerajaan.Kamus Dewan Edisi Keempat[swas.ta]  Definisi :dimiliki sendiri bukan milik kerajaan atau pemerintah: badan ~ badan perniagaan dll yg dimiliki oleh seseorang atau oleh beberapa orang tertentu saja. menswastakan memindahkan hak milik sesuatu perkhidmatan perusahaan dsb kerajaan kpd pihak swasta menjadikan sesuatu sbg swasta. penswastaan hal menswastakan sesuatu perkhidmatan perusahaan dsb kerajaan hal menjadikan sesuatu sbg swasta.Kamus Pelajar Edisi Kedua,-,-
dan,-,-,-
jangkaan,[jang.ka.an]  Definisi :apa-apa yg dijangka dugaan sangkaan: pertemuan ini pun di luar ~ sama sekali.Kamus Dewan Edisi Keempat[jang.ka.an]  Definisi :apa-apa yg dijangka dugaan sangkaan: Kemenangan ini di luar ~ kami.Kamus Pelajar Edisi Kedua,kata nama,High
pekerjaan,[pe.ker.ja.an]  Definisi :sesuatu yg diusahakan dilakukan berterusan kerana mencari nafkah: ~nya yg baru ini menjadikan hidupnya agak senangKamus Dewan Edisi Keempat[pe.ker.ja.an]  Definisi :1. sesuatu yg dikerjakan dilakukan dibuat perbuatan: ~mu membakar negeri Langkapuri itu juga bukan ~ laki-laki 2. sesuatu yg dilakukan harus dilakukan sbg tanggungjawab kewajiban tugas: sempurnalah ~ yg dititahkan paduka ayahanda itu ~nya membersihkan pekarangan rumah belum selesai ~ Allah kewajiban kpd Allah 3. sesuatu usaha kegiatan dsb yg dilakukan berterusan dr sehari ke sehari utk keperluan hidup usaha atau kegiatan utk mendapatkan wang pencarian: pd masa itu bapaku memegang ~ tuan syahbandar Holanda mereka semua mahukan ~ yg memberikan pendapatan yg besar ~ kolar putih kerja spt yg dilakukan oleh golongan pengurusan profesional perkeranian dsb iaitu bukan kerja kasar yg memerlukan kekuatan tenaga ~ tangan kerja membuat barang-barang dgn tangan spt menganyam dll 4. ark pergerakan atau perjalanan sesuatu: beliau menerangkan ~ jentera itu kpd pelawat-pelawat 5. majlis istiadat perkahwinan dll: banyak dia berbelanja kerana ~ kahwin anaknya ~ baik lekas-lekaskan jangan ditimpa ~ buruk ~ buruk lambat-lambatkan untung-untung datang ~ baik prb Mn pekerjaan baik spt pekerjaan kahwin hendaklah disegerakan melakukannya supaya tidak ada apa-apa halangan sebaliknya pekerjaan yg tidak baik hendaklah ditangguhkan supaya dapat difikirkan dgn lebih telitiKamus Dewan Edisi Keempat[pe.ker.ja.an]  Definisi :1 sesuatu yg dilakukan utk mencari nafkah hidup pencarian: ~ mereka ialah bercucuk tanam dan menangkap ikan. 2 sesuatu yg dikerjakan atau yg dibuat: Demikianlah ~nya setiap hari.Kamus Pelajar Edisi Kedua[pe.ker.ja.an]  Definisi :sesuatu yg dilakukan oleh seseorang utk mencari nafkah pencarian: Ada yg ~nya berladang dan ada pula yg berniaga. 2 sesuatu yg mesti dilaksanakan tugas: Tiap-tiap orang hendaklah menjalankan ~ masing-masing. 3 kegiatan atau usaha melakukan sesuatu: ~nya tiap-tiap hari tiada lain drpd membaca surat khabar. ~ kayu pertukangan kayu spt membuat kerusi dll.Kamus Pelajar Edisi Kedua,kata nama,High
kerjasama,[ker.ja.sa.ma]  Definisi :1. kerja usaha dsb bersama-sama atau saling membantu antara dua atau beberapa pihak gotong-royong: ~ antara semua pihak yg terlibat amat perlu utk menjayakan projek ini 2. sumbangan pelbagai rupa bersifat bantuan tenaga sokongan persefahaman dll dr satu pihak kpd pihak yg lain utk faedah bersama: jabatan itu dapat bergerak dgn licin hanya jika ada ~ dr pihak orang ramai seseorang ketua memerlukan ~ drpd orang-orang bawahannya supaya segala yg diselenggarakan berhasil syarikat ~ syarikat yg dikendalikan bersama oleh ahliahlinya dgn cara saling membantu menyumbang dsb utk faedah bersama bekerjasama bekerja berbuat sesuatu bersama-sama atau dgn cara saling membantu menyumbang dsb bergotong-royong: mereka tidak dapat membuat satu-satu kerja dgn sempurna kalau tidak dgn ~.Kamus Dewan Edisi Keempat[ker.ja.sa.ma]  Definisi :kerja yg dibuat bersama-sama dan dgn tolong-menolong gotong-royong: Jabatan itu berjalan licin kerana ada ~ drpd masyarakat. bekerjasama bekerja bersama-sama dan tolong-menolong bergotong-royong.Kamus Pelajar Edisi Kedua,kata nama,High
langkah,[lang.kah]  Definisi :1. gerak kaki ketika berjalan ke hadapan atau ke belakang: pasangan suami isteri itu pun berjalan pulang dgn ~ yg berat 2. jarak di antara dua belah kaki ketika berjalan: ada kira-kira lima ~ ia meninggalkan tangga rumah ia berhenti 3. cara mengerjakan sesuatu sesuatu yg dikerjakan perbuatan: sejak tadi lagi kuketahui dan kuawasi ~nya 4. awal perbuatan perjalanan pekerjaan dll ~ baik buruk permulaan yg baik buruk ~ bendul a berkahwin dahulu drpd kakak b memperisteri adik sedangkan kakaknya belum berkahwin ~ gelombang dua belas nama gerak dlm pencak silat ~ kanan mujur ~ kiri sial tidak beruntung ~ surut undur langkah ke belakang mengangkat membuka mengambil ~ seribu cabut lari kerana takut dll melangkah berlangkah 1. menggerakkan langkah mengayunkan langkah berjalan: ia ~ dua langkah ke hadapan 2. memulai perjalanan pelayaran dll: serta mustaid ia pun ~lah dgn tauhid hatinya meninggalkan kampung halaman 3.  melangkahi 4. tidak mengikut susunan melangkau: dilangkahnya beberapa perenggan lalu membaca perenggan yg lain 5. ark melalui menempuh: ~ lautan melangkahi 1. melampaui melangkaui: ia terus ~ tangga 2. melanggar tidak mengikut tatatertib peraturan dll menyalahi: perbuatan spt itu dianggap telah ~ adat Melayu adat bermain pantai itu sudah menjadi adat pusaka yg tak boleh dilangkahi lagi ~ bendul langkah bendul ~ laki bermukah bkn perempuan yg sudah bersuami melangkahkan 1. menggerakkan langkah menggerakkan kaki kerana berjalan: dia ~ kakinya mundar-mandir mengelilingi Kota Melaka 2. memulakan perjalanan atau pelayaran perahu dll langkahan hasil perbuatan melangkah: harimau itu berhenti drpd meneruskan ~ kakinya kelangkahan 1. suami yg isterinya berlaku curang 2. didahului adiknya berkahwin kelampauan 3. Jk dilangkahi atau dilalui pelangkahan 1. perihal melangkah melangkahi melangkahkan 2.  pelangkah permulaan sesuatu pekerjaan pelayaran tindakan dll: menurut ilmu ~ ini alamat buruk pd kali ini barulah pelangkahnya betul kerana waktu ia sampai bapanya sudah balik.Kamus Dewan Edisi Keempat[lang.kah]  Definisi :1 gerakan kaki ketika berjalan: Mereka berjalan dgn ~ yg perlahan. 2 jarak antara dua belah kaki ketika berjalan: Dia berundur tiga ~. 3 apa-apa yg dikerjakan tindakan perbuatan: Pihak polis sentiasa mengawasi setiap ~ yg dilakukannya. ~ baik buruk permulaan yg baik buruk. ~ bendul ki hal adik berkahwin dahulu sebelum kakak bkn adik-beradik perempuan. ~ kanan mujur. ~ kiri sial atau tidak beruntung. ~ seribu perbuatan melarikan diri secepat-cepatnya kerana takut dll. melangkah 1 menggerakkan langkah: Dia berhati-hati ~ supaya tidak terpijak tanah yg becak. 2 memulakan perjalanan pelayaran dll: Baru saja ia ~ dr rumah hari pun hujan. melangkahi 1 melakukan sesuatu melebihi yg sepatutnya melampaui: ~ batas. 2 tidak mematuhi peraturan nasihat dsb melanggar perintah dsb: ~ kakak lebih dahulu berkahwin ttg adik ~ suami berlaku curang terhadap suami. melangkahkan 1 menggerakan kaki ke depan utk berjalan. 2 memulakan sesuatu perjalanan pelayaran dsb dgn upacara.Kamus Pelajar Edisi Kedua,kata nama,High
memacu,[me.ma.cu]  Definisi :1. menggesa kuda dgn menusukkan pacu supaya berlari deras: maka Arung Lenga pun ~ kudanya 2. ki melarikan deras-deras kereta dll: dipacunya motosikalnya dgn laju 3.  memacukan memperlumbakan 4. menggerakkan sesuatu kegiatan ekonomi pembangunan dsb dgn lebih cepat atau pesat memesatkan: beberapa strategi utk ~ pertumbuhan ekonomi negara mereka berjaya menggunakan pengetahuan dan pengalaman utk ~ perniagaan masing-masingKamus Dewan Edisi Keempat[me.ma.cu]  Definisi :1 menggesa kuda dgn pacu supaya kencang larinya: Ketika itu juga Nikman ~ kudanya pergi memeriksa pasukan askarnya. 2 mengencangkan perjalanan kereta motosikal dll: Dia ~ keretanya di medan perlumbaan. 3 menggerakkan sesuatu kegiatan ekonomi pembangunan dsb dgn lebih cepat atau pesat memesatkan: Beberapa strategi telah dilaksanakan utk ~ pertumbuhan ekonomi.Kamus Pelajar Edisi Kedua,kata nama,High
